restaurant_id,name,city,area,address,latitude,longitude,location_source,location_precision,cuisines,rest_type,cost_for_two_inr,price_tier,rating,review_count,online_order,book_table,dish_liked
1818,Real Fresh Dosa Corner,Bengaluru,Brookefield,"AECS Layout Main Road, Kundanahalli, Brookefield, Bangalore",12.9654,77.7186,Bengaluru locality centroid,locality-level,South Indian,Quick Bites,200,Budget,4.2,267,False,False,"Plain Dosa, Palak Dosa, Mushroom Dosa"
1819,Raat Ki Rani,Bengaluru,Jeevan Bhima Nagar,"15, Second Floor, Above R L Computers, 3rd Cross, 10th Main Jeevan Bima Nagar Road, Jeevan Bhima Nagar, Bangalore",12.9669,77.6575,Bengaluru locality centroid,locality-level,"Fast Food, North Indian",Delivery,400,Moderate,4.3,267,True,False,"Paratha, Kheer, Burgers, Ghee Rice, Rolls, Veg Burger, White Sauce Pasta"
1820,Beijing Bites,Bengaluru,Richmond Road,"11/2 Ground Floor, Sigma Trident, Off Richmond Road, Richmond Road, Bangalore",12.966,77.607,Bengaluru locality centroid,locality-level,"Chinese, Thai",Casual Dining,850,Premium,3.8,266,True,False,"Manchurian, Noodles, Chop Suey, Basil Chicken, Triple Schezwan, Dragon Chicken, Schezwan Rice"
1821,Vasudev Adiga's,Bengaluru,Jayanagar,"36, 12th Main, 27th Cross , 4th Block, Jayanagar, Bangalore",12.9308,77.5838,Bengaluru locality centroid,locality-level,"South Indian, North Indian, Chinese, Street Food",Quick Bites,250,Budget,3.8,266,False,False,"Puri Saagu, Idli Sambar, Filter Coffee, Plain Dosa, Idli Vada, Vada Sambar, Rava Idli"
1822,Bathinda Dine,Bengaluru,Bellandur,"457/32, Opposite Bangalore Central Mall, Outer Ring Road, Bellandur, Bangalore",12.9304,77.6784,Bengaluru locality centroid,locality-level,North Indian,Casual Dining,950,Premium,3.9,266,True,False,"Butter Chicken, Paneer Methi Malai, Lassi, Butter Naan, Sarso Da Saag, Paneer Punjabi, Tandoori Chicken"
1823,Domino's Pizza,Bengaluru,Shanti Nagar,"2/13, Ground Floor, Rehinus Street, Opposite Hockey Stadium, Shanti Nagar, Bangalore",12.954,77.598,Bengaluru locality centroid,locality-level,"Pizza, Fast Food",Quick Bites,400,Moderate,3.7,266,True,False,"Pizza, Chicken Pocket, Garlic Bread"
1824,MISU,Bengaluru,Indiranagar,"228, Kempegowada Service Road, HAL 2nd Stage, Doopanahalli, Indiranagar, Bangalore",12.9784,77.6408,Bengaluru locality centroid,locality-level,"Asian, Japanese, Korean, Indonesian, Malaysian, Singaporean",Casual Dining,1700,Premium,4.4,266,True,True,"Tom Yum Soup, Dumplings, Ramen, Sushi, Thai Green Curry, Khau Suey, Cheesecake"
1825,Burger King,Bengaluru,Rajajinagar,"Counter 1, Food Court, Third Floor, GT Mall, Next To Prasanna Theater, Rajajinagar, Bangalore",12.9982,77.553,Bengaluru locality centroid,locality-level,"Burger, Fast Food, Beverages",Food Court,600,Moderate,3.9,266,True,False,"Burgers, Cheesy Fries"
1826,Belgian Waffle Factory,Bengaluru,Kalyan Nagar,"5M/406, Ground Floor, 2nd Block extension, Hennu-Banaswadi Road, Kalyan Nagar, Bangalore",13.0221,77.6403,Bengaluru locality centroid,locality-level,Desserts,Dessert Parlor,400,Moderate,4.8,265,True,False,"Chocolate Waffles, Chocolate Overload, Oreo Waffle, Nachos, Belgian Waffles, French Fries"
1827,Hotel Karavali,Bengaluru,Jeevan Bhima Nagar,"Sector 11, LIC Housing Colony, 10th Main, Jeevan Bhima Nagar, Bangalore",12.9669,77.6575,Bengaluru locality centroid,locality-level,"Biryani, North Indian, Mangalorean, Seafood",Quick Bites,450,Moderate,3.7,265,True,False,"Sea Food, Fish, Tomato Masala, Murgh Ghee Roast, Neer Dosa, Ghee Roast Mutton, Mutton Sukha"
1828,Peppy Peppers,Bengaluru,Banashankari,"942, 3rd Floor, 21st Main Road, 2nd Stage, Banashankari, Bangalore",12.9255,77.5468,Bengaluru locality centroid,locality-level,"Italian, North Indian, Mexican",Casual Dining,800,Premium,,265,False,False,"Pasta, Pepper Pizza, Paneer Pizza, Peppy Paneer, Nachos, Supreme Pizza, Manchow Soup"
1829,Sri Udupi Park,Bengaluru,Brookefield,"611, 60Ft Main Road, AECS Layout, C Block Brookefield, Bangalore",12.9654,77.7186,Bengaluru locality centroid,locality-level,"South Indian, North Indian, Chinese",Quick Bites,400,Moderate,3.9,265,True,False,"Pav Bhaji, Coffee, Tea, Masala Dosa, Naan"
1830,The Barn - Bar & Kitchen,Bengaluru,Brigade Road,"5th Floor, Garuda Mall, Magrath Road, Ashok Nagar, Brigade Road, Bangalore",12.9733,77.6074,Bengaluru locality centroid,locality-level,"American, North Indian, Chinese",Pub,1500,Premium,4.2,265,False,True,"Beer, Cocktails"
1831,White Plate,Bengaluru,MG Road,"103, MG Road, Bangalore",12.9756,77.6066,Bengaluru locality centroid,locality-level,"Thai, Continental, North Indian","Casual Dining, Bar",1500,Premium,4.2,264,False,True,"Cocktails, Tom Yum Soup, Lobster Bisque, Lobster Risotto, Pulled Pork, Lamb, Asparagus Risotto"
1832,Gama Gama,Bengaluru,Banashankari,"17, Ground Floor, Near Big Bazar, 100 Feet Ring Road, 3rd Stage, Banashankari, Bangalore",12.9255,77.5468,Bengaluru locality centroid,locality-level,South Indian,Quick Bites,200,Budget,3.9,264,True,False,"Jowar Roti, Buttermilk, Sabudana Vada, Thali, Mirchi Bajji, Brinjal Curry"
1833,Imperial Restaurant,Bengaluru,Mysore Road,"153, Satellite Bus Stand, Byataranyapura, Mysore Road, Bangalore",12.945,77.515,Bengaluru locality centroid,locality-level,"North Indian, Chinese, Biryani, Beverages",Casual Dining,750,Moderate,3.7,264,True,False,"Kadhai Paneer, Ghee Rice, Chicken Grill, Shawarma, Paratha, Biryani, Butter Chicken"
1834,Kim Lee Restaurant,Bengaluru,Indiranagar,"50, Cambridge Layout, Indiranagar, Bangalore",12.9784,77.6408,Bengaluru locality centroid,locality-level,"Chinese, Momos",Casual Dining,650,Moderate,3.8,264,False,False,"Clear Soup, Manchow Soup, Spring Roll, Chop Suey, Veg Momos, Hunan Chicken, Cantonese Noodles"
1835,Kadai Crust - Amma Veetu Samayal,Bengaluru,Indiranagar,"682/2, 17th E Cross Rd, Eshwara Layout, Indiranagar, Bangalore",12.9784,77.6408,Bengaluru locality centroid,locality-level,"Chettinad, South Indian, Biryani","Takeaway, Delivery",700,Moderate,3.8,263,True,False,"Egg Pepper Fry, Egg Curry, Chicken Biryani, Jeera Rice, Ghee Rice, Chicken Kheema Dosa, Fish Fry"
1836,The Coffee Bean & Tea Leaf,Bengaluru,MG Road,"1st Floor, 1 MG Road Mall, Trinity Circle, Opposite Taj Vivanta, MG Road, Bangalore",12.9756,77.6066,Bengaluru locality centroid,locality-level,Cafe,Cafe,700,Moderate,3.8,263,True,False,"Coffee, Sandwiches, Blueberry Muffin, Pancakes, Espresso, Cappuccino, Cheesecake"
1837,Snow Lion Tibet Kitchen,Bengaluru,New BEL Road,"50/1, Venkateshwara Layout, Opp. Gate No.7, Ramaiah Hospital, Chikkamaranahalli Bangalore., New BEL Road, Bangalore",13.0382,77.5703,Bengaluru locality centroid,locality-level,"Tibetan, Asian, Thai, Chinese, Momos",Quick Bites,400,Moderate,3.9,263,False,False,"Momos, Thukpa, Noodles, Honey Chilli Potatoes, Clear Soup, Chicken Noodle, Crispy Noodle"
1838,Sbarro,Bengaluru,Whitefield,"2nd Floor, Food Court, Phoenix Market City Mall, Whitefield, Bangalore",12.9698,77.75,Bengaluru locality centroid,locality-level,Pizza,Food Court,500,Moderate,2.7,263,True,False,"Chicken Stromboli, Pasta, Potato Wedges, Garlic Bread, Chicken Pepperoni, Stuffed Chicken Pizza, Veg Supreme"
1839,KFC,Bengaluru,Frazer Town,"16, Mosque Road, Nulye Avenue, Frazer Town, Bangalore",12.9968,77.613,Bengaluru locality centroid,locality-level,"Burger, Fast Food",Quick Bites,400,Moderate,3.3,263,True,False,"Zinger Burger, Burgers, Popcorn Chicken"
1840,Folklore Restaurant,Bengaluru,Sarjapur Road,"121/1, Golden Country, Behind Andhra Bank, Near Wipro, Doddakanehalli, Sarjapur Road, Bangalore",12.911,77.685,Bengaluru locality centroid,locality-level,"North Indian, South Indian, Kerala, Seafood",Casual Dining,450,Moderate,3.2,263,True,False,"Duck Roast, Appam, Kadala Curry, Chicken Curry, Chicken Biryani, Fish Fry, Egg Curry"
1841,Kylie's,Bengaluru,Indiranagar,"57,100 Feet Road, Defence Colony, Indiranagar, Bangalore",12.9784,77.6408,Bengaluru locality centroid,locality-level,"Asian, Chinese",Quick Bites,400,Moderate,4.2,263,False,False,"Chicken Teriyaki Bao, Kaffir Lime, Walnut Brownie, Rice Bowls, Khao Suey, Veg Bao, Snapper"
1842,Marenahalli Donne Biriyani,Bengaluru,JP Nagar,"24, 1st A Cross, 2nd Phase, Main Road, JP Nagar, Bangalore",12.9063,77.5857,Bengaluru locality centroid,locality-level,"Biryani, Fast Food",Quick Bites,300,Budget,4.0,263,True,False,
1843,Alankrutha,Bengaluru,BTM,"935, Sri Arcade, 1st Floor, 16th Main Road, Near Udupi Garden Signal, BTM, Bangalore",12.9166,77.6101,Bengaluru locality centroid,locality-level,"North Indian, Chinese",Casual Dining,550,Moderate,3.8,262,True,False,"Chicken Biryani, Hyderabadi Biryani, Dum Biryani"
1844,McDonald's,Bengaluru,Bellandur,"5/78/7, Ground Floor, Bangalore Central, Bellandur, Bangalore",12.9304,77.6784,Bengaluru locality centroid,locality-level,"Burger, Fast Food",Quick Bites,500,Moderate,3.6,262,True,False,"Burgers, Fries"
1845,Sri Lakshmi Dhaba,Bengaluru,BTM,"23, 7th Cross, 2nd Main, NS Palya Main Road, 2nd Stage, BTM, Bangalore",12.9166,77.6101,Bengaluru locality centroid,locality-level,North Indian,Quick Bites,250,Budget,3.0,262,True,False,"Paratha, Shahi Paneer"
1846,Green Pepper,Bengaluru,Jeevan Bhima Nagar,"1650, 10th Main, Near BSNL Office, 80 Feet Road, Jeevan Bhima Nagar Main Road, Jeevan Bhima Nagar, Bangalore",12.9669,77.6575,Bengaluru locality centroid,locality-level,"Seafood, South Indian, Chinese, Kerala",Casual Dining,600,Moderate,3.9,262,True,False,"Appam, Chicken Stew, Chicken Curry, Sea Food, Kerala Parotta, Fish Curry, Paratha"
1847,Anand Sweets and Savouries,Bengaluru,Old Airport Road,"7, Anjaneya Complex, Kodihalli, Old Airport Road, Bangalore",12.959,77.653,Bengaluru locality centroid,locality-level,"Mithai, Fast Food",Sweet Shop,400,Moderate,4.0,262,True,False,"Chaat, Rasmalai, Mysore Pak, Rasgulla, Dahipuri, Jalebi, Chole"
1848,Wazir's,Bengaluru,Shanti Nagar,"546/5, Langford Road, Opposite Hockey Stadium, Shanti Nagar, Bangalore",12.954,77.598,Bengaluru locality centroid,locality-level,"North Indian, Chinese",Casual Dining,500,Moderate,3.3,262,True,False,"Biryani, Butter Chicken, Butter Naan, Kalmi Kebab, Roti, Rolls, Fried Rice"
1849,Ruchi Sagar,Bengaluru,Electronic City,"36/A1, Konappa Agrahara Vilage, Electronic City, Bangalore",12.8399,77.677,Bengaluru locality centroid,locality-level,"South Indian, North Indian, Chinese, Juices",Quick Bites,250,Budget,4.0,262,True,False,"Badam Milk, Masala Dosa, Filter Coffee, Pav Bhaji, Noodles, Idli, Chole Bhature"
1850,The Meal Story,Bengaluru,Sarjapur Road,"13/23, 3rd Floor, Above HDFC Bank Haralur Main Road, Ambalipura, Sarjapur Road, Banglore",12.911,77.685,Bengaluru locality centroid,locality-level,"North Indian, Street Food",Casual Dining,700,Moderate,4.1,262,True,False,"Paratha, Chaat, Jalebi Rabri, Kheer, Pav Bhaji, Paneer Pakora, Raj Kachori"
1851,Domino's Pizza,Bengaluru,Marathahalli,"36/1, Kadubeesanahalli Village, Opposite JP Morgan, Outer Ring Road, Marathahalli, Bangalore",12.9591,77.6974,Bengaluru locality centroid,locality-level,"Pizza, Fast Food",Quick Bites,400,Moderate,3.9,262,True,False,"Pizza, Peppy Paneer"
1852,Krispy Kreme,Bengaluru,Indiranagar,"788, Near Sony Centre, 12th Main, HAL, Stage 2, Off 100 Feet Road, Indiranagar, Bangalore",12.9784,77.6408,Bengaluru locality centroid,locality-level,"Desserts, Beverages",Dessert Parlor,300,Budget,4.1,261,True,False,"Donut, Filter Coffee, Cookie Crunch, Custard, Hot Chocolate, Hot Coffee, Latte"
1853,Kuttanadu,Bengaluru,HSR,"13A Ground Floor, 14th Main, Near Green View Hospital, HSR, Bangalore",12.9121,77.6446,Bengaluru locality centroid,locality-level,"Kerala, Chinese, Seafood, North Indian",Casual Dining,700,Moderate,2.8,261,True,False,"Pothichoru, Kerala Parotta, Beef Fry, Vegetable Stew, Chicken Curry, Paratha, Biryani"
1854,Oldtown Dilli,Bengaluru,Koramangala 4th Block,"981, 80 Feet Main Road, 1st A Cross, AVS Layout, Koramangala 4th Block, Bangalore",12.934,77.63,Bengaluru locality centroid,locality-level,"Mughlai, North Indian, Turkish, Afghan",Casual Dining,750,Moderate,4.1,261,True,True,"Rabri, Mutton Roganjosh, Tandoori Roti, Shahi Tukda, Naan, Mutton Seekh, Malai Kofta"
1855,Families Food Court,Bengaluru,HSR,"36/6, Samasundra Palya, 2nd Sector, HSR Layout, HSR, Bangalore",12.9121,77.6446,Bengaluru locality centroid,locality-level,"North Indian, Chinese, Biryani, Rolls",Quick Bites,400,Moderate,3.9,261,True,False,Prompt Service
1856,Subway,Bengaluru,Indiranagar,"3, 1st Main, 2nd Stage, Off Double Road, Indiranagar, Bangalore",12.9784,77.6408,Bengaluru locality centroid,locality-level,"Healthy Food, Sandwich, Salad",Quick Bites,500,Moderate,2.4,261,True,False,"Salads, Salad, Sandwich, Chicken Ham, Roast Chicken Sub"
1857,Amritsari Kulcha Land,Bengaluru,JP Nagar,"123, 24th Main, Opposite Royal High School, 5th Phase, JP Nagar, Bangalore",12.9063,77.5857,Bengaluru locality centroid,locality-level,North Indian,Quick Bites,300,Budget,4.0,260,True,False,"Lassi, Amritsari Kulcha, Punjabi Kulcha, Paneer Kulcha, Punjabi Chole, Aloo Kulcha, Paratha"
1858,Gokul Kuteera,Bengaluru,Indiranagar,"21, 1st Floor, Above Health And Glow, CMH Road, Indiranagar, Bangalore",12.9784,77.6408,Bengaluru locality centroid,locality-level,"North Indian, Chinese",Casual Dining,650,Moderate,3.9,260,True,False,"Manchow Soup, Spring Roll, Masala Papad, Curd Rice, Malai Kofta, Roti, Thali"
1859,Domino's Pizza,Bengaluru,Bellandur,"78/5, Sri Gowrikshna Arcade, Behind Central Mall, M.H. Colony, Bellandur, Bangalore",12.9304,77.6784,Bengaluru locality centroid,locality-level,"Pizza, Fast Food",Quick Bites,800,Premium,3.6,260,True,False,"Pizza Burger, Garlic Bread, Chocolava"
1860,Skylit - Citrus Hotels,Bengaluru,Bellandur,"Citrus Hotels, 80/2, Sarjapur Outer Ring Road, Bellandur, Bangalore",12.9304,77.6784,Bengaluru locality centroid,locality-level,"North Indian, Mughlai, Mediterranean",Lounge,1500,Premium,3.6,259,False,True,"Chicken Curry, Mocktails, Biryani, Halwa, Beer, Pasta, Fish Tikka"
1861,Mighty Small,Bengaluru,MG Road,"2nd Floor, 1 MG Mall, Trinity Circle, MG Road, Bangalore",12.9756,77.6066,Bengaluru locality centroid,locality-level,"Continental, Chinese","Casual Dining, Bar",400,Moderate,4.1,259,False,False,"Mocktails, Beer, Chips, Pizza, Salsa, Nachos, Roti"
1862,7 Plates,Bengaluru,Koramangala 5th Block,"126, 1st A Cross Road, Koramangala 5th Block, Bangalore",12.9352,77.618,Bengaluru locality centroid,locality-level,"Mughlai, Fast Food",Casual Dining,750,Moderate,3.7,259,True,False,"Butter Kulcha, Rolls, Brownie, Mutton Biryani, Butter Chicken, Shawarma, Rumali Roti"
1863,Raidan Restaurant,Bengaluru,Kammanahalli,"33/4, Near Sathya Hospital, Main Road, Kammanahalli, Bangalore",13.0093,77.6377,Bengaluru locality centroid,locality-level,"Arabian, Chinese, North Indian",Casual Dining,450,Moderate,3.9,259,False,False,"Shawarma, Rolls, Biryani, Chicken Malhooth, Salad"
1864,Bhagini,Bengaluru,Marathahalli,"39/1, Outer Ring Road, Near Fem City, Doddanekkundi Circle, Marathahalli, Bangalore",12.9591,77.6974,Bengaluru locality centroid,locality-level,"Andhra, South Indian, Chinese, North Indian",Casual Dining,800,Premium,2.0,259,False,False,"Naan, Pot Biryani, Chicken Guntur, Paneer Tikka, Tandoori Roti, Thali, Lassi"
1865,Natural Ice Cream,Bengaluru,Kalyan Nagar,"401, 5th Main, 3rd Block, HRBR Layout, Kalyan Nagar, Bangalore",13.0221,77.6403,Bengaluru locality centroid,locality-level,"Ice Cream, Beverages",Dessert Parlor,200,Budget,4.3,259,False,False,"Custard Apple, Watermelon Ice Cream"
1866,Meeraa's Beegara Oota,Bengaluru,HSR,"519, 1st Floor, 24th Main, Near KEB Office, Parangipalya Main Road, 2nd Sector, HSR, Bangalore",12.9121,77.6446,Bengaluru locality centroid,locality-level,"South Indian, Biryani, Chinese",Casual Dining,550,Moderate,3.8,258,True,False,"Mutton Fry, Mutton Keema, Mutton Biryani, Chicken Biryani, Mutton Chops, Ragi Mudde, Mutton Curry"
1867,Hunger Hitman,Bengaluru,Koramangala,Delivery Only,12.9352,77.6245,Bengaluru locality centroid,locality-level,"North Indian, Chinese",Delivery,300,Budget,3.8,258,True,False,"Halwa, Chicken Biryani, Butter Chicken, Kheer, Brownie Chocolate, Chilli Chicken, Raita"
1868,Biriyani House,Bengaluru,Sahakara Nagar,"850/2, Ground Floor, Sai Sumukh Complex, 1st Main Road, Sahakara Nagar, Bangalore",13.0623,77.5919,Bengaluru locality centroid,locality-level,"Andhra, Biryani, North Indian, Chinese",Casual Dining,600,Moderate,3.8,258,True,True,"Butter Chicken, Basmati Rice, Chicken Biryani, Hyderabadi Biryani"
1869,Chakh Le Foods,Bengaluru,Jeevan Bhima Nagar,"513, First Floor, 10th Main Road, Jeevan Bhima Nagar, Bangalore",12.9669,77.6575,Bengaluru locality centroid,locality-level,"North Indian, Mughlai, Bengali, Chinese",Casual Dining,500,Moderate,3.4,258,True,True,"Fish, Aloo Posto"
1870,McDonald's,Bengaluru,Bannerghatta Road,"63, Ground Floor, Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",12.8906,77.596,Bengaluru locality centroid,locality-level,"Burger, Fast Food",Quick Bites,500,Moderate,4.0,258,True,False,"Burgers, Mocha Frappe, French Fries, Maharaja Mac, Oreo Shake, Egg Wrap"
1871,Akss - India Reimagined,Bengaluru,Sadashiv Nagar,"35, 3rd Floor, JM Plaza, Second Main, Sankey Road, Sadashiv Nagar, Bangalore",13.0068,77.5813,Bengaluru locality centroid,locality-level,"Modern Indian, North Indian",Casual Dining,1800,Luxury,4.2,258,False,True,"Kesar Kulfi, Ghamandi Lassi, Biryani, Corn Soup, Kokum Juice, Vanilla Ice Cream, Bloody Mary"
1872,Ambara Gardenia,Bengaluru,Bannerghatta Road,"1065/A, 5th Cross, 13th Main, 2nd Floor, Vijaya Bank Layout, Bannerghatta Road, Bangalore",12.8906,77.596,Bengaluru locality centroid,locality-level,"Andhra, North Indian, Chinese, Seafood",Casual Dining,800,Premium,3.8,257,True,True,"Fish Fry, Crab Sukha, Chicken Biryani, Fish Curry, Murgh Ghee Roast, Roti, Naan"
1873,Capsicum Family Restaurant,Bengaluru,BTM,"774, 3rd Floor, 16th Main, 7th Cross, 2nd Stage, BTM, Bangalore",12.9166,77.6101,Bengaluru locality centroid,locality-level,"Biryani, North Indian",Casual Dining,800,Premium,3.8,257,True,False,Mutton Biryani
1874,Hotel Feast Ambur Biriyani,Bengaluru,Koramangala 1st Block,"42, 1st Main, 1st Block, Koramangala, Bangalore",12.9279,77.6271,Bengaluru locality centroid,locality-level,"Biryani, Kebab",Quick Bites,250,Budget,3.4,257,True,False,"Chicken Biryani, Chicken Kebab"
1875,Bangalore Masala House,Bengaluru,Vasanth Nagar,"46, 8th Main, Vasanth Nagar, Bangalore",12.99,77.59,Bengaluru locality centroid,locality-level,"Cafe, Continental, Fast Food, Pizza, Italian, Burger, Chinese, Desserts",Cafe,500,Moderate,4.1,257,True,False,"Peri Peri Chicken, Shikanji, Peri Peri Pizza, Burgers, Steak, Bun Maskas, Pasta"
1876,Upahara Darshini,Bengaluru,Basavanagudi,"DVG Road, Gandhi Bazar, Basavanagudi, Bangalore",12.9416,77.5753,Bengaluru locality centroid,locality-level,South Indian,Quick Bites,150,Budget,4.2,257,False,False,"Masala Dosa, Vada, Set Dosa, Filter Coffee, Raita, Idli Sambar, Bonda"
1877,Domino's Pizza,Bengaluru,New BEL Road,"573, 2nd Block, HMT Layout, Vidyanarayana Pura, New BEL Road, Bangalore",13.0382,77.5703,Bengaluru locality centroid,locality-level,"Pizza, Fast Food",Quick Bites,400,Moderate,3.9,257,True,False,"Pizza, Garlic Bread"
1878,Hiyar Majhe Kolkata,Bengaluru,BTM,"57/1, Near Alliance University, 19th Cross, 7th Main, 2nd Stage, BTM, Bangalore",12.9166,77.6101,Bengaluru locality centroid,locality-level,"Bengali, North Indian",Quick Bites,400,Moderate,3.9,257,True,False,"Radhaballavi, Egg Noodles, Egg Roll, Egg Devils, Alur Dom"
1879,Parampara - The Veg Kitchen,Bengaluru,Electronic City,"Shop 6, Opposite Gate 12, Wipro Technologies, Electronic City, Bangalore",12.8399,77.677,Bengaluru locality centroid,locality-level,"North Indian, Chinese, Street Food",Quick Bites,350,Budget,3.7,257,True,False,"Lassi, Vada Pav, Chole Bhature, Thali"
1880,The Bawarchi,Bengaluru,Banaswadi,"20, 1st Floor, Banaswadi Main Road, Banaswadi, Bangalore",13.0142,77.6519,Bengaluru locality centroid,locality-level,"North Indian, Chinese",Casual Dining,1050,Premium,2.5,256,True,False,"Vegetable Biryani, Hyderabadi Biryani, Paneer Tikka, Basmati Rice, Raita, Chicken Biryani, Dum Biryani"
1881,Zaks Mediterranean Cuisine,Bengaluru,Frazer Town,"65, 1st Floor, Above Ajwain Dates & Nuts, Coles Road, Frazer Town, Bangalore",12.9968,77.613,Bengaluru locality centroid,locality-level,"Mediterranean, Arabian, Lebanese",Casual Dining,700,Moderate,3.9,256,False,False,"Biryani, Shawarma, Kunafa, Pita Bread, Fattoush Salad"
